Data values,Data description,Area code,Area name,Indicator,Notes
1.26,Rate per 100,W01001696,Adamsdown 3,Police recorded violence without injury per at-risk population,
1.47,Rate per 100,W01001696,Adamsdown 3,Police recorded stalking and harassment per at-risk population,
3.14,Rate per 100,W01001696,Adamsdown 3,Police recorded antisocial behaviour per at-risk population,
2.66,Rate per 100,W01001696,Adamsdown 3,Police recorded theft per at-risk population,
1.31,Rate per 100,W01001696,Adamsdown 3,Police recorded burglary per residential dwelling,
0.28,Rate per 100,W01001696,Adamsdown 3,Fire incidents per at-risk population,
0.77,Rate per 100,W01001697,Adamsdown 4,Police recorded violence with injury per at-risk population,
1.56,Rate per 100,W01001697,Adamsdown 4,Police recorded public order offences per at-risk population,
1.24,Rate per 100,W01001697,Adamsdown 4,Police recorded criminal damage per at-risk population,
1.13,Rate per 100,W01001697,Adamsdown 4,Police recorded violence without injury per at-risk population,
0.91,Rate per 100,W01001697,Adamsdown 4,Police recorded stalking and harassment per at-risk population,
1.78,Rate per 100,W01001697,Adamsdown 4,Police recorded antisocial behaviour per at-risk population,
2.46,Rate per 100,W01001697,Adamsdown 4,Police recorded theft per at-risk population,
1.5,Rate per 100,W01001697,Adamsdown 4,Police recorded burglary per residential dwelling,
0.26,Rate per 100,W01001697,Adamsdown 4,Fire incidents per at-risk population,
1.55,Rate per 100,W01001698,Adamsdown 5,Police recorded violence with injury per at-risk population,
2.32,Rate per 100,W01001698,Adamsdown 5,Police recorded public order offences per at-risk population,
1.6,Rate per 100,W01001698,Adamsdown 5,Police recorded criminal damage per at-risk population,
1.84,Rate per 100,W01001698,Adamsdown 5,Police recorded violence without injury per at-risk population,
1.97,Rate per 100,W01001698,Adamsdown 5,Police recorded stalking and harassment per at-risk population,
3,Rate per 100,W01001698,Adamsdown 5,Police recorded antisocial behaviour per at-risk population,
3.42,Rate per 100,W01001698,Adamsdown 5,Police recorded theft per at-risk population,
2.15,Rate per 100,W01001698,Adamsdown 5,Police recorded burglary per residential dwelling,
0.37,Rate per 100,W01001698,Adamsdown 5,Fire incidents per at-risk population,
0.75,Rate per 100,W01001699,Butetown 1,Police recorded violence with injury per at-risk population,
1.01,Rate per 100,W01001699,Butetown 1,Police recorded public order offences per at-risk population,
1.04,Rate per 100,W01001699,Butetown 1,Police recorded criminal damage per at-risk population,
0.9,Rate per 100,W01001699,Butetown 1,Police recorded violence without injury per at-risk population,
0.86,Rate per 100,W01001699,Butetown 1,Police recorded stalking and harassment per at-risk population,
4.4,Rate per 100,W01001699,Butetown 1,Police recorded antisocial behaviour per at-risk population,
1.51,Rate per 100,W01001699,Butetown 1,Police recorded theft per at-risk population,
0.79,Rate per 100,W01001699,Butetown 1,Police recorded burglary per residential dwelling,
0.15,Rate per 100,W01001699,Butetown 1,Fire incidents per at-risk population,
0.71,Rate per 100,W01001702,Caerau (Cardiff) 1,Police recorded violence with injury per at-risk population,
1.22,Rate per 100,W01001702,Caerau (Cardiff) 1,Police recorded public order offences per at-risk population,
0.66,Rate per 100,W01001702,Caerau (Cardiff) 1,Police recorded criminal damage per at-risk population,
0.84,Rate per 100,W01001702,Caerau (Cardiff) 1,Police recorded violence without injury per at-risk population,
1.35,Rate per 100,W01001702,Caerau (Cardiff) 1,Police recorded stalking and harassment per at-risk population,
0.81,Rate per 100,W01001702,Caerau (Cardiff) 1,Police recorded antisocial behaviour per at-risk population,
1.01,Rate per 100,W01001702,Caerau (Cardiff) 1,Police recorded theft per at-risk population,
0.91,Rate per 100,W01001702,Caerau (Cardiff) 1,Police recorded burglary per residential dwelling,
0.19,Rate per 100,W01001702,Caerau (Cardiff) 1,Fire incidents per at-risk population,
0.87,Rate per 100,W01001703,Caerau (Cardiff) 2,Police recorded violence with injury per at-risk population,
0.96,Rate per 100,W01001703,Caerau (Cardiff) 2,Police recorded public order offences per at-risk population,
0.79,Rate per 100,W01001703,Caerau (Cardiff) 2,Police recorded criminal damage per at-risk population,
1.18,Rate per 100,W01001703,Caerau (Cardiff) 2,Police recorded violence without injury per at-risk population,
1.51,Rate per 100,W01001703,Caerau (Cardiff) 2,Police recorded stalking and harassment per at-risk population,
1.47,Rate per 100,W01001703,Caerau (Cardiff) 2,Police recorded antisocial behaviour per at-risk population,
0.95,Rate per 100,W01001703,Caerau (Cardiff) 2,Police recorded theft per at-risk population,
,Rate per 100,W01001703,Caerau (Cardiff) 2,Police recorded burglary per residential dwelling,Confidential
0.74,Rate per 100,W01001703,Caerau (Cardiff) 2,Fire incidents per at-risk population,
1.55,Rate per 100,W01001704,Caerau (Cardiff) 3,Police recorded violence with injury per at-risk population,
1.83,Rate per 100,W01001704,Caerau (Cardiff) 3,Police recorded public order offences per at-risk population,
1.42,Rate per 100,W01001704,Caerau (Cardiff) 3,Police recorded criminal damage per at-risk population,
1.49,Rate per 100,W01001704,Caerau (Cardiff) 3,Police recorded violence without injury per at-risk population,
2.4,Rate per 100,W01001704,Caerau (Cardiff) 3,Police recorded stalking and harassment per at-risk population,
3.56,Rate per 100,W01001704,Caerau (Cardiff) 3,Police recorded antisocial behaviour per at-risk population,
1.55,Rate per 100,W01001704,Caerau (Cardiff) 3,Police recorded theft per at-risk population,
1.12,Rate per 100,W01001704,Caerau (Cardiff) 3,Police recorded burglary per residential dwelling,
0.3,Rate per 100,W01001704,Caerau (Cardiff) 3,Fire incidents per at-risk population,
1,Rate per 100,W01001705,Caerau (Cardiff) 4,Police recorded violence with injury per at-risk population,
1.29,Rate per 100,W01001705,Caerau (Cardiff) 4,Police recorded public order offences per at-risk population,
0.98,Rate per 100,W01001705,Caerau (Cardiff) 4,Police recorded criminal damage per at-risk population,
1.2,Rate per 100,W01001705,Caerau (Cardiff) 4,Police recorded violence without injury per at-risk population,
1.86,Rate per 100,W01001705,Caerau (Cardiff) 4,Police recorded stalking and harassment per at-risk population,
2.14,Rate per 100,W01001705,Caerau (Cardiff) 4,Police recorded antisocial behaviour per at-risk population,
1.09,Rate per 100,W01001705,Caerau (Cardiff) 4,Police recorded theft per at-risk population,
0.71,Rate per 100,W01001705,Caerau (Cardiff) 4,Police recorded burglary per residential dwelling,
0.81,Rate per 100,W01001705,Caerau (Cardiff) 4,Fire incidents per at-risk population,
2,Rate per 100,W01001706,Caerau (Cardiff) 5,Police recorded violence with injury per at-risk population,
1.03,Rate per 100,W01001706,Caerau (Cardiff) 5,Police recorded public order offences per at-risk population,
1.16,Rate per 100,W01001706,Caerau (Cardiff) 5,Police recorded criminal damage per at-risk population,
1.32,Rate per 100,W01001706,Caerau (Cardiff) 5,Police recorded violence without injury per at-risk population,
1.46,Rate per 100,W01001706,Caerau (Cardiff) 5,Police recorded stalking and harassment per at-risk population,
1.76,Rate per 100,W01001706,Caerau (Cardiff) 5,Police recorded antisocial behaviour per at-risk population,
1.48,Rate per 100,W01001706,Caerau (Cardiff) 5,Police recorded theft per at-risk population,
1.18,Rate per 100,W01001706,Caerau (Cardiff) 5,Police recorded burglary per residential dwelling,
0.67,Rate per 100,W01001706,Caerau (Cardiff) 5,Fire incidents per at-risk population,
1.22,Rate per 100,W01001707,Caerau (Cardiff) 6,Police recorded violence with injury per at-risk population,
1.38,Rate per 100,W01001707,Caerau (Cardiff) 6,Police recorded public order offences per at-risk population,
1.23,Rate per 100,W01001707,Caerau (Cardiff) 6,Police recorded criminal damage per at-risk population,
1.21,Rate per 100,W01001707,Caerau (Cardiff) 6,Police recorded violence without injury per at-risk population,
1.37,Rate per 100,W01001707,Caerau (Cardiff) 6,Police recorded stalking and harassment per at-risk population,
3.23,Rate per 100,W01001707,Caerau (Cardiff) 6,Police recorded antisocial behaviour per at-risk population,
1.35,Rate per 100,W01001707,Caerau (Cardiff) 6,Police recorded theft per at-risk population,
1.11,Rate per 100,W01001707,Caerau (Cardiff) 6,Police recorded burglary per residential dwelling,
0.94,Rate per 100,W01001707,Caerau (Cardiff) 6,Fire incidents per at-risk population,
1.83,Rate per 100,W01001708,Caerau (Cardiff) 7,Police recorded violence with injury per at-risk population,
2.51,Rate per 100,W01001708,Caerau (Cardiff) 7,Police recorded public order offences per at-risk population,
1.99,Rate per 100,W01001708,Caerau (Cardiff) 7,Police recorded criminal damage per at-risk population,
1.86,Rate per 100,W01001708,Caerau (Cardiff) 7,Police recorded violence without injury per at-risk population,
2.27,Rate per 100,W01001708,Caerau (Cardiff) 7,Police recorded stalking and harassment per at-risk population,
4.37,Rate per 100,W01001708,Caerau (Cardiff) 7,Police recorded antisocial behaviour per at-risk population,
1.65,Rate per 100,W01001708,Caerau (Cardiff) 7,Police recorded theft per at-risk population,
1.77,Rate per 100,W01001708,Caerau (Cardiff) 7,Police recorded burglary per residential dwelling,
0.88,Rate per 100,W01001708,Caerau (Cardiff) 7,Fire incidents per at-risk population,
0.44,Rate per 100,W01001710,Canton 2,Police recorded violence with injury per at-risk population,
0.72,Rate per 100,W01001710,Canton 2,Police recorded public order offences per at-risk population,
0.57,Rate per 100,W01001710,Canton 2,Police recorded criminal damage per at-risk population,
0.49,Rate per 100,W01001710,Canton 2,Police recorded violence without injury per at-risk population,
0.57,Rate per 100,W01001710,Canton 2,Police recorded stalking and harassment per at-risk population,
0.91,Rate per 100,W01001710,Canton 2,Police recorded antisocial behaviour per at-risk population,
1.48,Rate per 100,W01001710,Canton 2,Police recorded theft per at-risk population,
0.93,Rate per 100,W01001710,Canton 2,Police recorded burglary per residential dwelling,
0.11,Rate per 100,W01001710,Canton 2,Fire incidents per at-risk population,
0.62,Rate per 100,W01001711,Canton 3,Police recorded violence with injury per at-risk population,
1.31,Rate per 100,W01001711,Canton 3,Police recorded public order offences per at-risk population,
0.6,Rate per 100,W01001711,Canton 3,Police recorded criminal damage per at-risk population,
0.67,Rate per 100,W01001711,Canton 3,Police recorded violence without injury per at-risk population,
0.85,Rate per 100,W01001711,Canton 3,Police recorded stalking and harassment per at-risk population,
0.99,Rate per 100,W01001711,Canton 3,Police recorded antisocial behaviour per at-risk population,
1.75,Rate per 100,W01001711,Canton 3,Police recorded theft per at-risk population,
1.88,Rate per 100,W01001711,Canton 3,Police recorded burglary per residential dwelling,
0.34,Rate per 100,W01001711,Canton 3,Fire incidents per at-risk population,
0.33,Rate per 100,W01001712,Canton 4,Police recorded violence with injury per at-risk population,
0.65,Rate per 100,W01001712,Canton 4,Police recorded public order offences per at-risk population,
0.58,Rate per 100,W01001712,Canton 4,Police recorded criminal damage per at-risk population,
0.45,Rate per 100,W01001712,Canton 4,Police recorded violence without injury per at-risk population,
0.51,Rate per 100,W01001712,Canton 4,Police recorded stalking and harassment per at-risk population,
0.64,Rate per 100,W01001712,Canton 4,Police recorded antisocial behaviour per at-risk population,
1.86,Rate per 100,W01001712,Canton 4,Police recorded theft per at-risk population,
1.21,Rate per 100,W01001712,Canton 4,Police recorded burglary per residential dwelling,
0.13,Rate per 100,W01001712,Canton 4,Fire incidents per at-risk population,
0.66,Rate per 100,W01001713,Canton 5,Police recorded violence with injury per at-risk population,
0.96,Rate per 100,W01001713,Canton 5,Police recorded public order offences per at-risk population,
0.89,Rate per 100,W01001713,Canton 5,Police recorded criminal damage per at-risk population,
0.71,Rate per 100,W01001713,Canton 5,Police recorded violence without injury per at-risk population,
0.77,Rate per 100,W01001713,Canton 5,Police recorded stalking and harassment per at-risk population,
1.72,Rate per 100,W01001713,Canton 5,Police recorded antisocial behaviour per at-risk population,
2.43,Rate per 100,W01001713,Canton 5,Police recorded theft per at-risk population,
1.1,Rate per 100,W01001713,Canton 5,Police recorded burglary per residential dwelling,
0.1,Rate per 100,W01001713,Canton 5,Fire incidents per at-risk population,
,Rate per 100,W01001714,Canton 6,Police recorded violence with injury per at-risk population,Confidential
0.46,Rate per 100,W01001714,Canton 6,Police recorded public order offences per at-risk population,
0.71,Rate per 100,W01001714,Canton 6,Police recorded criminal damage per at-risk population,
0.33,Rate per 100,W01001714,Canton 6,Police recorded violence without injury per at-risk population,
0.34,Rate per 100,W01001714,Canton 6,Police recorded stalking and harassment per at-risk population,
0.8,Rate per 100,W01001714,Canton 6,Police recorded antisocial behaviour per at-risk population,
1.6,Rate per 100,W01001714,Canton 6,Police recorded theft per at-risk population,
1.76,Rate per 100,W01001714,Canton 6,Police recorded burglary per residential dwelling,
0.15,Rate per 100,W01001714,Canton 6,Fire incidents per at-risk population,
0.38,Rate per 100,W01001715,Canton 7,Police recorded violence with injury per at-risk population,
0.43,Rate per 100,W01001715,Canton 7,Police recorded public order offences per at-risk population,
0.58,Rate per 100,W01001715,Canton 7,Police recorded criminal damage per at-risk population,
0.51,Rate per 100,W01001715,Canton 7,Police recorded violence without injury per at-risk population,
0.52,Rate per 100,W01001715,Canton 7,Police recorded stalking and harassment per at-risk population,
0.84,Rate per 100,W01001715,Canton 7,Police recorded antisocial behaviour per at-risk population,
1.63,Rate per 100,W01001715,Canton 7,Police recorded theft per at-risk population,
0.63,Rate per 100,W01001715,Canton 7,Police recorded burglary per residential dwelling,
0.22,Rate per 100,W01001715,Canton 7,Fire incidents per at-risk population,
0.41,Rate per 100,W01001716,Canton 8,Police recorded violence with injury per at-risk population,
0.62,Rate per 100,W01001716,Canton 8,Police recorded public order offences per at-risk population,
0.9,Rate per 100,W01001716,Canton 8,Police recorded criminal damage per at-risk population,
0.43,Rate per 100,W01001716,Canton 8,Police recorded violence without injury per at-risk population,
0.41,Rate per 100,W01001716,Canton 8,Police recorded stalking and harassment per at-risk population,
0.78,Rate per 100,W01001716,Canton 8,Police recorded antisocial behaviour per at-risk population,
2.49,Rate per 100,W01001716,Canton 8,Police recorded theft per at-risk population,
1.63,Rate per 100,W01001716,Canton 8,Police recorded burglary per residential dwelling,
0.11,Rate per 100,W01001716,Canton 8,Fire incidents per at-risk population,
0.54,Rate per 100,W01001717,Canton 9,Police recorded violence with injury per at-risk population,
0.53,Rate per 100,W01001717,Canton 9,Police recorded public order offences per at-risk population,
0.62,Rate per 100,W01001717,Canton 9,Police recorded criminal damage per at-risk population,
0.49,Rate per 100,W01001717,Canton 9,Police recorded violence without injury per at-risk population,
0.75,Rate per 100,W01001717,Canton 9,Police recorded stalking and harassment per at-risk population,
0.69,Rate per 100,W01001717,Canton 9,Police recorded antisocial behaviour per at-risk population,
1.61,Rate per 100,W01001717,Canton 9,Police recorded theft per at-risk population,
0.8,Rate per 100,W01001717,Canton 9,Police recorded burglary per residential dwelling,
0.2,Rate per 100,W01001717,Canton 9,Fire incidents per at-risk population,
0.34,Rate per 100,W01001718,Cathays 1,Police recorded violence with injury per at-risk population,
0.42,Rate per 100,W01001718,Cathays 1,Police recorded public order offences per at-risk population,
0.52,Rate per 100,W01001718,Cathays 1,Police recorded criminal damage per at-risk population,
0.48,Rate per 100,W01001718,Cathays 1,Police recorded violence without injury per at-risk population,
0.83,Rate per 100,W01001718,Cathays 1,Police recorded stalking and harassment per at-risk population,
0.59,Rate per 100,W01001718,Cathays 1,Police recorded antisocial behaviour per at-risk population,
1.47,Rate per 100,W01001718,Cathays 1,Police recorded theft per at-risk population,
0.72,Rate per 100,W01001718,Cathays 1,Police recorded burglary per residential dwelling,
0.12,Rate per 100,W01001718,Cathays 1,Fire incidents per at-risk population,
0.25,Rate per 100,W01001719,Cathays 2,Police recorded violence with injury per at-risk population,
0.44,Rate per 100,W01001719,Cathays 2,Police recorded public order offences per at-risk population,
0.63,Rate per 100,W01001719,Cathays 2,Police recorded criminal damage per at-risk population,
0.32,Rate per 100,W01001719,Cathays 2,Police recorded violence without injury per at-risk population,
0.21,Rate per 100,W01001719,Cathays 2,Police recorded stalking and harassment per at-risk population,
0.3,Rate per 100,W01001719,Cathays 2,Police recorded antisocial behaviour per at-risk population,
1.55,Rate per 100,W01001719,Cathays 2,Police recorded theft per at-risk population,
1.02,Rate per 100,W01001719,Cathays 2,Police recorded burglary per residential dwelling,
0.12,Rate per 100,W01001719,Cathays 2,Fire incidents per at-risk population,
0.36,Rate per 100,W01001720,Cathays 3,Police recorded violence with injury per at-risk population,
0.61,Rate per 100,W01001720,Cathays 3,Police recorded public order offences per at-risk population,
0.85,Rate per 100,W01001720,Cathays 3,Police recorded criminal damage per at-risk population,
0.53,Rate per 100,W01001720,Cathays 3,Police recorded violence without injury per at-risk population,
0.46,Rate per 100,W01001720,Cathays 3,Police recorded stalking and harassment per at-risk population,
0.67,Rate per 100,W01001720,Cathays 3,Police recorded antisocial behaviour per at-risk population,
1.73,Rate per 100,W01001720,Cathays 3,Police recorded theft per at-risk population,
1.83,Rate per 100,W01001720,Cathays 3,Police recorded burglary per residential dwelling,
0.11,Rate per 100,W01001720,Cathays 3,Fire incidents per at-risk population,
0.33,Rate per 100,W01001721,Cathays 4,Police recorded violence with injury per at-risk population,
0.38,Rate per 100,W01001721,Cathays 4,Police recorded public order offences per at-risk population,
0.52,Rate per 100,W01001721,Cathays 4,Police recorded criminal damage per at-risk population,
0.37,Rate per 100,W01001721,Cathays 4,Police recorded violence without injury per at-risk population,
0.47,Rate per 100,W01001721,Cathays 4,Police recorded stalking and harassment per at-risk population,
0.7,Rate per 100,W01001721,Cathays 4,Police recorded antisocial behaviour per at-risk population,
1.89,Rate per 100,W01001721,Cathays 4,Police recorded theft per at-risk population,
1.95,Rate per 100,W01001721,Cathays 4,Police recorded burglary per residential dwelling,
0.18,Rate per 100,W01001721,Cathays 4,Fire incidents per at-risk population,
0.35,Rate per 100,W01001722,Cathays 5,Police recorded violence with injury per at-risk population,
0.3,Rate per 100,W01001722,Cathays 5,Police recorded public order offences per at-risk population,
0.65,Rate per 100,W01001722,Cathays 5,Police recorded criminal damage per at-risk population,
0.31,Rate per 100,W01001722,Cathays 5,Police recorded violence without injury per at-risk population,
,Rate per 100,W01001722,Cathays 5,Police recorded stalking and harassment per at-risk population,Confidential
0.32,Rate per 100,W01001722,Cathays 5,Police recorded antisocial behaviour per at-risk population,
1.3,Rate per 100,W01001722,Cathays 5,Police recorded theft per at-risk population,
0.93,Rate per 100,W01001722,Cathays 5,Police recorded burglary per residential dwelling,
0.1,Rate per 100,W01001722,Cathays 5,Fire incidents per at-risk population,
0.24,Rate per 100,W01001724,Cathays 6,Police recorded violence with injury per at-risk population,
0.33,Rate per 100,W01001724,Cathays 6,Police recorded public order offences per at-risk population,
0.67,Rate per 100,W01001724,Cathays 6,Police recorded criminal damage per at-risk population,
0.35,Rate per 100,W01001724,Cathays 6,Police recorded violence without injury per at-risk population,
0.28,Rate per 100,W01001724,Cathays 6,Police recorded stalking and harassment per at-risk population,
0.39,Rate per 100,W01001724,Cathays 6,Police recorded antisocial behaviour per at-risk population,
1.1,Rate per 100,W01001724,Cathays 6,Police recorded theft per at-risk population,
1.16,Rate per 100,W01001724,Cathays 6,Police recorded burglary per residential dwelling,
0.09,Rate per 100,W01001724,Cathays 6,Fire incidents per at-risk population,
0.41,Rate per 100,W01001725,Cathays 7,Police recorded violence with injury per at-risk population,
0.51,Rate per 100,W01001725,Cathays 7,Police recorded public order offences per at-risk population,
0.58,Rate per 100,W01001725,Cathays 7,Police recorded criminal damage per at-risk population,
0.42,Rate per 100,W01001725,Cathays 7,Police recorded violence without injury per at-risk population,
0.49,Rate per 100,W01001725,Cathays 7,Police recorded stalking and harassment per at-risk population,
0.47,Rate per 100,W01001725,Cathays 7,Police recorded antisocial behaviour per at-risk population,
1.03,Rate per 100,W01001725,Cathays 7,Police recorded theft per at-risk population,
1.7,Rate per 100,W01001725,Cathays 7,Police recorded burglary per residential dwelling,
0.09,Rate per 100,W01001725,Cathays 7,Fire incidents per at-risk population,
0.45,Rate per 100,W01001726,Cathays 8,Police recorded violence with injury per at-risk population,
0.56,Rate per 100,W01001726,Cathays 8,Police recorded public order offences per at-risk population,
0.83,Rate per 100,W01001726,Cathays 8,Police recorded criminal damage per at-risk population,
0.56,Rate per 100,W01001726,Cathays 8,Police recorded violence without injury per at-risk population,
0.47,Rate per 100,W01001726,Cathays 8,Police recorded stalking and harassment per at-risk population,
0.63,Rate per 100,W01001726,Cathays 8,Police recorded antisocial behaviour per at-risk population,
1.83,Rate per 100,W01001726,Cathays 8,Police recorded theft per at-risk population,
1.37,Rate per 100,W01001726,Cathays 8,Police recorded burglary per residential dwelling,
0.13,Rate per 100,W01001726,Cathays 8,Fire incidents per at-risk population,
0.37,Rate per 100,W01001727,Pentyrch and St Fagans 1,Police recorded violence with injury per at-risk population,
0.74,Rate per 100,W01001727,Pentyrch and St Fagans 1,Police recorded public order offences per at-risk population,
0.51,Rate per 100,W01001727,Pentyrch and St Fagans 1,Police recorded criminal damage per at-risk population,
0.37,Rate per 100,W01001727,Pentyrch and St Fagans 1,Police recorded violence without injury per at-risk population,
0.9,Rate per 100,W01001727,Pentyrch and St Fagans 1,Police recorded stalking and harassment per at-risk population,
1.03,Rate per 100,W01001727,Pentyrch and St Fagans 1,Police recorded antisocial behaviour per at-risk population,
1.55,Rate per 100,W01001727,Pentyrch and St Fagans 1,Police recorded theft per at-risk population,
1.12,Rate per 100,W01001727,Pentyrch and St Fagans 1,Police recorded burglary per residential dwelling,
0.15,Rate per 100,W01001727,Pentyrch and St Fagans 1,Fire incidents per at-risk population,
,Rate per 100,W01001728,Pentyrch and St Fagans 2,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01001728,Pentyrch and St Fagans 2,Police recorded public order offences per at-risk population,Confidential
,Rate per 100,W01001728,Pentyrch and St Fagans 2,Police recorded criminal damage per at-risk population,Confidential
,Rate per 100,W01001728,Pentyrch and St Fagans 2,Police recorded violence without injury per at-risk population,Confidential
,Rate per 100,W01001728,Pentyrch and St Fagans 2,Police recorded stalking and harassment per at-risk population,Confidential
,Rate per 100,W01001728,Pentyrch and St Fagans 2,Police recorded antisocial behaviour per at-risk population,Confidential
,Rate per 100,W01001728,Pentyrch and St Fagans 2,Police recorded theft per at-risk population,Confidential
,Rate per 100,W01001728,Pentyrch and St Fagans 2,Police recorded burglary per residential dwelling,Confidential
0.02,Rate per 100,W01001728,Pentyrch and St Fagans 2,Fire incidents per at-risk population,
0.43,Rate per 100,W01001729,Pentyrch and St Fagans 3,Police recorded violence with injury per at-risk population,
0.84,Rate per 100,W01001729,Pentyrch and St Fagans 3,Police recorded public order offences per at-risk population,
0.64,Rate per 100,W01001729,Pentyrch and St Fagans 3,Police recorded criminal damage per at-risk population,
0.49,Rate per 100,W01001729,Pentyrch and St Fagans 3,Police recorded violence without injury per at-risk population,
0.8,Rate per 100,W01001729,Pentyrch and St Fagans 3,Police recorded stalking and harassment per at-risk population,
1.38,Rate per 100,W01001729,Pentyrch and St Fagans 3,Police recorded antisocial behaviour per at-risk population,
1.04,Rate per 100,W01001729,Pentyrch and St Fagans 3,Police recorded theft per at-risk population,
0.68,Rate per 100,W01001729,Pentyrch and St Fagans 3,Police recorded burglary per residential dwelling,
0.52,Rate per 100,W01001729,Pentyrch and St Fagans 3,Fire incidents per at-risk population,
,Rate per 100,W01001730,Cyncoed 1,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01001730,Cyncoed 1,Police recorded public order offences per at-risk population,Confidential
,Rate per 100,W01001730,Cyncoed 1,Police recorded criminal damage per at-risk population,Confidential
,Rate per 100,W01001730,Cyncoed 1,Police recorded violence without injury per at-risk population,Confidential
,Rate per 100,W01001730,Cyncoed 1,Police recorded stalking and harassment per at-risk population,Confidential
,Rate per 100,W01001730,Cyncoed 1,Police recorded antisocial behaviour per at-risk population,Confidential
0.72,Rate per 100,W01001730,Cyncoed 1,Police recorded theft per at-risk population,
0.94,Rate per 100,W01001730,Cyncoed 1,Police recorded burglary per residential dwelling,
0.06,Rate per 100,W01001730,Cyncoed 1,Fire incidents per at-risk population,
,Rate per 100,W01001731,Cyncoed 2,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01001731,Cyncoed 2,Police recorded public order offences per at-risk population,Confidential
0.31,Rate per 100,W01001731,Cyncoed 2,Police recorded criminal damage per at-risk population,
,Rate per 100,W01001731,Cyncoed 2,Police recorded violence without injury per at-risk population,Confidential
0.32,Rate per 100,W01001731,Cyncoed 2,Police recorded stalking and harassment per at-risk population,
1.02,Rate per 100,W01001731,Cyncoed 2,Police recorded antisocial behaviour per at-risk population,
0.81,Rate per 100,W01001731,Cyncoed 2,Police recorded theft per at-risk population,
1.15,Rate per 100,W01001731,Cyncoed 2,Police recorded burglary per residential dwelling,
0.08,Rate per 100,W01001731,Cyncoed 2,Fire incidents per at-risk population,
,Rate per 100,W01001732,Cyncoed 3,Police recorded violence with injury per at-risk population,Confidential
0.29,Rate per 100,W01001732,Cyncoed 3,Police recorded public order offences per at-risk population,
0.28,Rate per 100,W01001732,Cyncoed 3,Police recorded criminal damage per at-risk population,
,Rate per 100,W01001732,Cyncoed 3,Police recorded violence without injury per at-risk population,Confidential
0.36,Rate per 100,W01001732,Cyncoed 3,Police recorded stalking and harassment per at-risk population,
0.41,Rate per 100,W01001732,Cyncoed 3,Police recorded antisocial behaviour per at-risk population,
0.92,Rate per 100,W01001732,Cyncoed 3,Police recorded theft per at-risk population,
,Rate per 100,W01001732,Cyncoed 3,Police recorded burglary per residential dwelling,Confidential
0.01,Rate per 100,W01001732,Cyncoed 3,Fire incidents per at-risk population,
0.4,Rate per 100,W01001733,Cyncoed 4,Police recorded violence with injury per at-risk population,
0.68,Rate per 100,W01001733,Cyncoed 4,Police recorded public order offences per at-risk population,
0.27,Rate per 100,W01001733,Cyncoed 4,Police recorded criminal damage per at-risk population,
0.38,Rate per 100,W01001733,Cyncoed 4,Police recorded violence without injury per at-risk population,
0.48,Rate per 100,W01001733,Cyncoed 4,Police recorded stalking and harassment per at-risk population,
1.5,Rate per 100,W01001733,Cyncoed 4,Police recorded antisocial behaviour per at-risk population,
0.91,Rate per 100,W01001733,Cyncoed 4,Police recorded theft per at-risk population,
,Rate per 100,W01001733,Cyncoed 4,Police recorded burglary per residential dwelling,Confidential
0.09,Rate per 100,W01001733,Cyncoed 4,Fire incidents per at-risk population,
,Rate per 100,W01001734,Cyncoed 5,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01001734,Cyncoed 5,Police recorded public order offences per at-risk population,Confidential
0.34,Rate per 100,W01001734,Cyncoed 5,Police recorded criminal damage per at-risk population,
0.37,Rate per 100,W01001734,Cyncoed 5,Police recorded violence without injury per at-risk population,
0.35,Rate per 100,W01001734,Cyncoed 5,Police recorded stalking and harassment per at-risk population,
,Rate per 100,W01001734,Cyncoed 5,Police recorded antisocial behaviour per at-risk population,Confidential
1.04,Rate per 100,W01001734,Cyncoed 5,Police recorded theft per at-risk population,
1,Rate per 100,W01001734,Cyncoed 5,Police recorded burglary per residential dwelling,
0.16,Rate per 100,W01001734,Cyncoed 5,Fire incidents per at-risk population,
,Rate per 100,W01001735,Cyncoed 6,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01001735,Cyncoed 6,Police recorded public order offences per at-risk population,Confidential
0.27,Rate per 100,W01001735,Cyncoed 6,Police recorded criminal damage per at-risk population,
0.4,Rate per 100,W01001735,Cyncoed 6,Police recorded violence without injury per at-risk population,
0.25,Rate per 100,W01001735,Cyncoed 6,Police recorded stalking and harassment per at-risk population,
0.69,Rate per 100,W01001735,Cyncoed 6,Police recorded antisocial behaviour per at-risk population,
0.73,Rate per 100,W01001735,Cyncoed 6,Police recorded theft per at-risk population,
1.1,Rate per 100,W01001735,Cyncoed 6,Police recorded burglary per residential dwelling,
0.1,Rate per 100,W01001735,Cyncoed 6,Fire incidents per at-risk population,
,Rate per 100,W01001736,Cyncoed 7,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01001736,Cyncoed 7,Police recorded public order offences per at-risk population,Confidential
,Rate per 100,W01001736,Cyncoed 7,Police recorded criminal damage per at-risk population,Confidential
,Rate per 100,W01001736,Cyncoed 7,Police recorded violence without injury per at-risk population,Confidential
